filename,document_name,clause_name,risk_domain,clause_role,severity,clause_present,business_description
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf,CONTENT LICENSE AGREEMENT,Cap On Liability,Liability Risk,Risk if Missing,Critical,True,Indicates whether the contract limits the maximum liability exposure.
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf,CONTENT LICENSE AGREEMENT,Liquidated Damages,Liability Risk,Risk if present,Medium,False,Defines preset damages or fees for breach or termination.
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf,CONTENT LICENSE AGREEMENT,Warranty Duration,Operational Risk,Contextual,Low,False,Specifies how long warranties remain valid.
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf,CONTENT LICENSE AGREEMENT,Insurance,Liability Risk,Risk if Missing,Critical,False,Indicates whether a party must maintain insurance coverage.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Non-Compete,Competition Risk,Risk if present,Critical,False,"Restricts a party from competing in certain markets, geographies, or sectors."
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Exclusivity,Competition Risk,Risk if Present,Critical,False,Creates exclusive dealing obligations that may limit business flexibility.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,False,Restricts solicitation of the counterparty’s customers or partners.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,False,Allows termination without cause after notice or waiting period.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Change Of Control,Control Risk,Contextual,High,True,Creates rights or obligations triggered by ownership or control changes.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Revenue/Profit Sharing,Financial Risk,Risk if present,High,False,Requires sharing revenue or profit with the counterparty.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Price Restrictions,Financial Risk,Risk if present,Medium,False,Restricts the ability to change prices.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Minimum Commitment,Financial Risk,Risk if present,High,False,"Requires minimum purchase, order, usage, or payment commitments."
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Volume Restriction,Financial Risk,Risk if present,Medium,False,Creates restrictions or penalties based on usage or volume thresholds.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Ip Ownership Assignment,IP Risk,Contextual,Critical,False,Transfers ownership of created intellectual property to another party.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Joint Ip Ownership,IP Risk,Contextual,Medium,False,Creates shared ownership of intellectual property.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,License Grant,IP Risk,Contextual,Low,True,"Grants rights to use intellectual property, technology, content, or services."
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,False,Grants broad or unlimited usage rights.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,False,Creates license rights that may survive indefinitely or cannot be revoked.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Post-Termination Services,Lifecycle Risk,Risk if Present,High,False,Creates obligations that continue after contract termination.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Audit Rights,Operational Risk,Contextual,Medium,False,"Allows one party to inspect records, books, systems, or compliance evidence."
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Uncapped Liability,Liability Risk,Risk if present,Critical,False,Indicates whether a party may face liability without a contractual cap.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Cap On Liability,Liability Risk,Risk if Missing,Critical,True,Indicates whether the contract limits the maximum liability exposure.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Liquidated Damages,Liability Risk,Risk if present,Medium,False,Defines preset damages or fees for breach or termination.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Warranty Duration,Operational Risk,Contextual,Low,False,Specifies how long warranties remain valid.
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,CO-BRANDING AND SERVICES AGREEMENT,Insurance,Liability Risk,Risk if Missing,Critical,False,Indicates whether a party must maintain insurance coverage.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Non-Compete,Competition Risk,Risk if present,Critical,True,"Restricts a party from competing in certain markets, geographies, or sectors."
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Exclusivity,Competition Risk,Risk if Present,Critical,True,Creates exclusive dealing obligations that may limit business flexibility.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,False,Restricts solicitation of the counterparty’s customers or partners.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,False,Allows termination without cause after notice or waiting period.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Change Of Control,Control Risk,Contextual,High,True,Creates rights or obligations triggered by ownership or control changes.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Revenue/Profit Sharing,Financial Risk,Risk if present,High,False,Requires sharing revenue or profit with the counterparty.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Price Restrictions,Financial Risk,Risk if present,Medium,True,Restricts the ability to change prices.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Minimum Commitment,Financial Risk,Risk if present,High,True,"Requires minimum purchase, order, usage, or payment commitments."
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Volume Restriction,Financial Risk,Risk if present,Medium,False,Creates restrictions or penalties based on usage or volume thresholds.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Ip Ownership Assignment,IP Risk,Contextual,Critical,False,Transfers ownership of created intellectual property to another party.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Joint Ip Ownership,IP Risk,Contextual,Medium,False,Creates shared ownership of intellectual property.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,License Grant,IP Risk,Contextual,Low,True,"Grants rights to use intellectual property, technology, content, or services."
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,False,Grants broad or unlimited usage rights.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,False,Creates license rights that may survive indefinitely or cannot be revoked.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Post-Termination Services,Lifecycle Risk,Risk if Present,High,False,Creates obligations that continue after contract termination.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Audit Rights,Operational Risk,Contextual,Medium,False,"Allows one party to inspect records, books, systems, or compliance evidence."
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Uncapped Liability,Liability Risk,Risk if present,Critical,True,Indicates whether a party may face liability without a contractual cap.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Cap On Liability,Liability Risk,Risk if Missing,Critical,True,Indicates whether the contract limits the maximum liability exposure.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Liquidated Damages,Liability Risk,Risk if present,Medium,False,Defines preset damages or fees for breach or termination.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Warranty Duration,Operational Risk,Contextual,Low,False,Specifies how long warranties remain valid.
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,Insurance,Liability Risk,Risk if Missing,Critical,False,Indicates whether a party must maintain insurance coverage.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Non-Compete,Competition Risk,Risk if present,Critical,False,"Restricts a party from competing in certain markets, geographies, or sectors."
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Exclusivity,Competition Risk,Risk if Present,Critical,True,Creates exclusive dealing obligations that may limit business flexibility.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,False,Restricts solicitation of the counterparty’s customers or partners.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,False,Allows termination without cause after notice or waiting period.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Change Of Control,Control Risk,Contextual,High,False,Creates rights or obligations triggered by ownership or control changes.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Revenue/Profit Sharing,Financial Risk,Risk if present,High,True,Requires sharing revenue or profit with the counterparty.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Price Restrictions,Financial Risk,Risk if present,Medium,False,Restricts the ability to change prices.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Minimum Commitment,Financial Risk,Risk if present,High,True,"Requires minimum purchase, order, usage, or payment commitments."
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Volume Restriction,Financial Risk,Risk if present,Medium,True,Creates restrictions or penalties based on usage or volume thresholds.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Ip Ownership Assignment,IP Risk,Contextual,Critical,False,Transfers ownership of created intellectual property to another party.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Joint Ip Ownership,IP Risk,Contextual,Medium,True,Creates shared ownership of intellectual property.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,License Grant,IP Risk,Contextual,Low,True,"Grants rights to use intellectual property, technology, content, or services."
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,False,Grants broad or unlimited usage rights.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,False,Creates license rights that may survive indefinitely or cannot be revoked.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Post-Termination Services,Lifecycle Risk,Risk if Present,High,False,Creates obligations that continue after contract termination.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Audit Rights,Operational Risk,Contextual,Medium,True,"Allows one party to inspect records, books, systems, or compliance evidence."
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Uncapped Liability,Liability Risk,Risk if present,Critical,False,Indicates whether a party may face liability without a contractual cap.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Cap On Liability,Liability Risk,Risk if Missing,Critical,False,Indicates whether the contract limits the maximum liability exposure.
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,PRODUCT DEVELOPMENT AND CO-BRANDING AGREEMENT,Liquidated Damages,Liability Risk,Risk if present,Medium,False,Defines preset damages or fees for breach or termination.
