filename,document_name,parties,agreement_date,effective_date,expiration_date,renewal_term,notice_period_to_terminate_renewal,governing_law,has_renewal_term,has_notice_period_to_terminate_renewal,has_expiration_date,has_effective_date,has_governing_law,non_compete,exclusivity,no_solicit_of_customers,no_solicit_of_employees,termination_for_convenience,change_of_control,anti_assignment,revenue_profit_sharing,price_restrictions,minimum_commitment,volume_restriction,ip_ownership_assignment,joint_ip_ownership,license_grant,unlimited_all_you_can_eat_license,irrevocable_or_perpetual_license,post_termination_services,audit_rights,uncapped_liability,cap_on_liability,liquidated_damages,warranty_duration,insurance
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement.pdf,DISTRIBUTION AND SERVICES AGREEMENT,"Integrity Short Term Government Fund, (""fund""); The Integrity Funds, Integrity Funds Distributor, LLC, (""Integrity"")",1/18/20,,1/18/22,successive 1 year,,Kansas,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.pdf,TRANSITION SERVICES AGREEMENT,"Reynolds Group Holdings Inc. (""RGHI""); Reynolds Consumer Products Inc. (""Company"" or ""RCP""); Each Party or any of its Affiliates providing services hereunder  (“Provider”); each Party or any of its Affiliates receiving services hereunder (“Recipient”)",[]/[]/2020,,[]/[]/2021,,,Illinois,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement.pdf,"TRANSFER AND SERVICING AGREEMENT, d","VERIZON OWNER TRUST (""Issuer""); VERIZON ABS LLC (""Depositor""); Cellco Partnership d/b/a Verizon Wireless (""Cellco"", ""Servicer"", ""Marketing Agent"", ""Custodian"")",1/29/20,,,,,New York,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
ArcGroupInc_20171211_8-K_EX-10.1_10976103_EX-10.1_Sponsorship Agreement.pdf,JACKSONVILLE JAGUARS SPONSORSHIP AGREEMENT,"Jacksonville Jaguars, LLC (""Club""); The ARC Group, Inc. (""Sponser"")",11/27/17,4/1/18,2/28/23,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement.pdf,EVENT SPONSORSHIP AGREEMENT,"Newegg Inc. (""Newegg""); Allied Esports International, Inc. (""Allied"")(""Parties"" and each as a ""Party"")",2/1/19,2/1/19,1/31/24,,,California,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement.pdf,SPONSORSHIP AGREEMENT,"Fruit of Life Productions LLC (""Promoter""); Eco Science Solutions, Inc. (""Sponsor"")",4/1/18,4/1/18,4/30/18,,,Florida,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement.pdf,ODM SUPPLY AGREEMENT,"ORGANIC PREPARATIONS INC. (""the Manufacturer""); AGAPE ATP INTERNATIONAL HOLDING LIMITED (""the Customer"")",1/15/18,1/15/18,1/15/28,successive 10 years,6 months,England,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.pdf,Corporate Sponsorship Agreement,"Freeze Tag Inc. (""Company""); American Diabetes Association (""Association"")",3/22/18,3/14/18,3/14/20,,,Virginia,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement.pdf,SUPPLY CONTRACT,"Shenzhen LOHAS Supply Chain Management Co., Ltd. (""buyer"",""End-User""); the seller",,,,,,People's Republic of China; United Nations Convention on Contract for the International Sale of Goods,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement.pdf,MASTER SUPPLY AGREEMENT,"REYNOLDS CONSUMER PRODUCTS LLC (""Seller""); PACTIV LLC (""Buyer"")(""Party"" and collectively at times as the ""Parties"")",11/1/19,11/1/19,,,,Illinois,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement.pdf,GLOBAL MASTER SUPPLY AGREEMENT,"ExxonMobil Chemical Company (""Seller""), on behalf of itself and in the interest of the ExxonMobil affiliates listed on Attachment B (each an ""ExxonMobil Selling Affiliate"" or ""EMCC/A"" or collectively, ""ExxonMobil Selling Affiliates""); West Pharmaceutical Services, Inc. (""Buyer""), on behalf of itself and the Buyer affiliates listed on Attachment C (each a ""Buyer Affiliate"" or “West/A"" or collectively, ""Buyer Affiliates"")",1/10/20,1/1/19,12/31/23,,,Texas; Singapore; Belgium,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement.pdf,FORM OF TRADEMARK LICENSE AGREEMENT,"HERTZ INVESTMENT GROUP, LLC (""Licensor""); HERTZ GROUP REALTY TRUST, INC. (""Licensee"" and together with Licensor, the ""Parties"")",09/[]/2019,09/[]/2019,,,,California,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
ArconicRolledProductsCorp_20191217_10-12B_EX-2.7_11923804_EX-2.7_Trademark License Agreement.pdf,FORM OF TRADEMARK LICENSE AGREEMENT,"ARCONIC INC. (""Licensee""); ARCONIC ROLLED PRODUCTS CORP. (""Licensor"")",[]/[]/2020,[]/[]/2020,,,,Delaware,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.pdf,TRADEMARK LICENSE AGREEMENT,"Morgan Stanley Investment Management Inc. (""Licensor""); Morgan Stanley Direct Lending Fund (""Licensee"")",[]/[]/2019,[]/[]/2019,perpetual,,,New York,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement.pdf,TRADEMARK LICENSE AGREEMENT,"New Mountain Capital, LLC. (""Licensor""); NMF Senior Loan Fund I, Inc. (""Licensee"")(""party"" and collectively as the ""parties"")",[]/[]/2019,[]/[]/2019,perpetual,,,New York,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement.pdf,TRADEMARK LICENSE AGREEMENT,"Palmer Square Capital Management LLC (""Licensor""); Palmer Square Capital BDC Inc. (""Licensee"")",[]/[]/2020,[]/[]/2020,perpetual,,,New York,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.pdf,GAS TRANSPORTATION AGREEMENT,"PennTex North Louisiana Operating, LLC (""Transporter""); MRD Operating LLC (“Customer”)(""Parties"" and individually as a ""Party)",4/14/15,4/14/15,12/31/30,perpetual,30 days,Texas,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False
TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement.pdf,TRANSPORTATION SERVICE AGREEMENT Contract Identification FT18150,"Great Lakes Gas Transmission Limited Partnership (""Transporter""); ANR PIPELINE COMPANY (""Shipper"")",12/14/15,11/1/16,10/31/17,,,Michigan,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement.pdf,TRANSPORTATION SERVICES AGREEMENT,"PennTex North Louisiana Operating, LLC (""Carrier""); MRD Operating LLC (""Shipper"")(""Party"", or collectively as the ""Parties"")",4/14/15,4/14/15,perpetual,perpetual,30 days,Texas,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement.pdf,Road Transportation Agreement,"ZTO Express Co., Ltd. (""Party A""); Tonglu Tongze Logistics Ltd. (""Party B"")",12/22/14,12/22/14,perpetual,,,People's Republic of China,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
AudibleInc_20001113_10-Q_EX-10.32_2599586_EX-10.32_Co-Branding Agreement_ Marketing Agreement_ Investment Distribution Agreement.pdf,"CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT","Amazon.com Commerce Services, Inc. (""ACSI""); Audible Inc. (""Company"")(""Parties"" and individually as a ""Party"")",1/30/00,1/30/00,1/30/03,,,Washington,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,False,True
2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement.pdf,CO-BRANDING AND ADVERTISING AGREEMENT,"I-ESCROW, INC.  (""i-Escrow"" ); 2THEMART.COM, INC. (""2TheMart"")",6/21/99,6/21/99,6/21/00,Successive 1 year,30 days,California,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False
EmbarkComInc_19991008_S-1A_EX-10.10_6487661_EX-10.10_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,"Snap Technologies, Inc. (""Snap""); United Airlines, Inc. (""Sponsor"")",6/8/99,6/8/99,12/31/00,,,California,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-Branding Agreement.pdf,CO-BRANDING CONTENT AGREEMENT,"MEDIALINX INTERACTIVE, L.P. (""MLX""); HEALTHCENTRAL.com INC. (""HCI"")",6/30/99,9/1/99,9/1/01,,,"Ontario, Canada",False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,"VerticalNet, Inc. (""VerticalNet""); Impresse Corporation (""Impresse"")",3/3/00,3/3/00,6/3/01,,,Delaware,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,False,False
EbixInc_20010515_10-Q_EX-10.3_4049767_EX-10.3_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,"About.com, Inc. (""About""); ebix.com, Inc. (""ebix"")",1/19/01,1/19/01,,,,Illinois; New York,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,"At Home Corporation (""Excite@Home"" or ""Excite""); e-centives, Inc. (""Application Provider"" or ""e-centives"")",2/16/00,2/16/00,,,,California,False,False,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,False,False
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,"Lucent Technologies Inc. (""Lucent""); mPhase Technologies Inc. (""mPhase"")(""a Party"" and collectively, ""the Parties"")",1/21/03,,1/21/04,successive 1 year,,New York,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,"VerticalNet, Inc. (""VerticalNet""); LeadersOnline, Inc. (""LeadersOnline"")(""Party"" and together the ""Parties"")",3/15/00,3/15/00,6/15/01,12 months,,Pennsylvania,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,"VerticalNet, Inc. (""VerticalNet""); Neoforma.com, Inc. (""Neoforma"")",11/19/99,11/19/99,11/19/01,successive 1 year,30 days,Pennsylvania,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,"VerticalNet, Inc. (""""VerticalNet""); PaperExchange.com, LLC (""PaperExchange"")",,9/30/99,9/30/03,successive 1 year,30 days,Pennsylvania,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,True,True,True,True,True,False,False
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT                                      (FORM),"NETTAXI Online Communities, Inc. (""NETTAXI""); Solutions Media, Inc.(dba SpinRecords.com, ""SpinRecords.com"" or ""Client"")",11/5/99,11/5/99,11/5/00,successive 1 year,60 days,California,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False
RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding Agreement.pdf,CO-BRANDING AGREEMENT,"Dassault Systemes (""Dassault Systemes"") and/or certain affiliates of Dassault Systems; PlanetCAD Inc. (""PlanetCAD"")(""Party,"" together, the ""Parties"")",11/14/00,11/14/00,11/14/03,successive 1 year,6 months,New York,True,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement.pdf,CO-BRANDING Agreement,"theglobe.com, Inc. (""theglobe""); The Boxlot Company (""Boxlot"")",03/[]/1999,03/[]/1999,,,,New York,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,True,False,False,True,True,True,False,False,False
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement.pdf,MANIFEST SYSTEM SERVICES AND CO-BRANDING AGREEMENT,"iShip.com, Inc. (""Company""); Mail Boxes Etc. USA, Inc. (""MBE"")",4/27/99,4/27/99,4/27/04,successive 2 years,,California,True,False,True,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False
CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement.pdf,CHASE AFFILIATE AGREEMENT,"Chase Bank USA, N.A., (""Chase""); You (""Affiliate"")",4/6/07,,perpetual,,,Delaware,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement.pdf,NETWORK AFFILIATE AGREEMENT,"National CineMedia, LLC (“NCM”); Digital Cinema Destinations Corp.; “Network Affiliate” and with NCM, ""Party"" and collectively, the ""Parties""",3/14/11,[]/[]/[],[]/[]/2016,,,Delaware,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,False,True
LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement.pdf,AFFILIATE AGREEMENT,"Link Plus Corporation (""LKPL""); Axiometric, LLC. (""Axiometric"")",7/15/05,7/15/05,perpetual,,,Maryland,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement.pdf,Affiliate Program / Premium Affiliate Management General Terms and Conditions,"Web site owners (hereafter, ""Affiliates""); Software Publishers; element 5 GmbH and its subsidiaries (together hereafter, ""element 5"") and who wish to make use of the additional service provided by element 5 (hereafter, ""AffiliateManagement"")",,,perpetual,,,Germany,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement.pdf,MARKETING AFFILIATE AGREEMENT,"Equidata, Inc. (“Equidata”); National Credit Report.com, LLC (“Marketing Affiliate”)",10/1/08,10/1/08,10/1/09,Successive 1 year,,Virginia,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,"Dr. George D. Green (""Business Affiliate""); UNION DENTAL CORP. (""UDC"")(""parties"" and singularly as a ""Party"")",1/28/05,10/15/04,perpetual,,,,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
